sensor_name,stream_temperature,timestamp,flow_quantity,flow_temp,flowTimeIndex_delta,rowid,Property
Kitchen-Faucet,Cold,34:47.2,0,13.821,0.25,487887538,FW63
Kitchen-Faucet,Hot,25:39.2,0,17.466,0,709363387,FW63
Kitchen-Faucet,Cold,39:00.2,0,12.945,0,672198976,FW63
Kitchen-Faucet,Cold,05:16.0,0,13.144,0,643935283,FW63
Kitchen-Faucet,Cold,51:12.2,0,13.652,0,545981321,FW63
Kitchen-Faucet,Hot,36:28.3,0,15.561,0,418932678,FW63
Kitchen-Faucet,Cold,06:18.0,0,12.774,0,436080910,FW63
Kitchen-Faucet,Cold,45:54.1,0.273,13.54,1.75,476000652,FW63
Kitchen-Faucet,Cold,34:18.5,0,16.614,0,639579627,FW63
Kitchen-Faucet,Cold,03:25.3,0,14.518,0,524469046,FW63
Kitchen-Faucet,Hot,21:45.8,0,25.177,0,697677401,FW63
Kitchen-Faucet,Cold,49:45.8,0.038,15.643,1.5,698268866,FW63
Kitchen-Faucet,Cold,11:38.9,0.497,12.774,7.5,401746124,FW63
Kitchen-Faucet,Cold,20:08.7,0,13.849,0,657125527,FW63
Kitchen-Faucet,Cold,08:08.9,0,13.512,0,451583428,FW63
Kitchen-Faucet,Cold,39:26.0,0,14.462,0,522790695,FW63
Kitchen-Faucet,Cold,56:13.6,0.564,14.518,4,648346504,FW63
Kitchen-Faucet,Hot,32:47.9,0,14.684,0,587649055,FW63
Kitchen-Faucet,Cold,04:49.3,0.139,13.905,1,585634823,FW63
Kitchen-Faucet,Hot,02:58.2,0,17.228,0,369963562,FW63
Kitchen-Faucet,Hot,43:39.7,3.823,23.706,28,400141381,FW63
Kitchen-Faucet,Cold,06:05.1,0.341,12.573,3.25,663031558,FW63
Kitchen-Faucet,Hot,37:35.0,0.848,19.115,7.75,610189987,FW63
Kitchen-Faucet,Cold,52:28.9,0,14.739,0,620987121,FW63
Kitchen-Faucet,Cold,46:38.9,0,13.427,0,603810717,FW63
Kitchen-Faucet,Cold,52:33.1,0,14.821,0,613393545,FW63
Kitchen-Faucet,Hot,41:27.8,4.281,32.843,30.75,623290338,FW63
Kitchen-Faucet,Hot,16:49.4,2.944,29.132,26.5,483727053,FW63
Kitchen-Faucet,Cold,30:36.8,0,13.257,0,405210226,FW63
Kitchen-Faucet,Cold,58:28.1,0.382,13.172,2.5,622713378,FW63
Kitchen-Faucet,Hot,59:49.8,0.011,35.838,0.25,483176365,FW63
Kitchen-Faucet,Cold,26:44.4,0.315,12.315,2,594124913,FW63
Kitchen-Faucet,Hot,17:49.4,0,34.743,0,483727055,FW63
Kitchen-Faucet,Hot,03:33.0,3.474,22.565,35.5,411358635,FW63
Kitchen-Faucet,Hot,21:23.4,0.063,24.394,0.75,630845944,FW63
Kitchen-Faucet,Hot,32:34.7,0,21.79,0,610776228,FW63
Kitchen-Faucet,Hot,41:54.1,0,30.539,0,682784301,FW63
Kitchen-Faucet,Cold,14:51.9,0,12.113,0,380238719,FW63
Kitchen-Faucet,Cold,24:59.1,0,15.096,0,568478841,FW63
Kitchen-Faucet,Hot,20:00.5,0,16.103,0,465282377,FW63
Kitchen-Faucet,Hot,12:17.3,0,17.334,0,437165233,FW63
Kitchen-Faucet,Hot,51:23.0,0,14.017,0,527963222,FW63
Kitchen-Faucet,Cold,48:53.5,0,14.628,0,578170004,FW63
Kitchen-Faucet,Cold,52:32.2,0,14.794,0,615123458,FW63
Kitchen-Faucet,Cold,05:33.0,0,13.399,0,411358639,FW63
Kitchen-Faucet,Hot,55:45.1,0,22.69,0,699384729,FW63
Kitchen-Faucet,Cold,56:23.5,0.243,12.401,1.5,427073898,FW63
Kitchen-Faucet,Cold,48:40.3,0,11.208,0,399080274,FW63
Kitchen-Faucet,Cold,56:45.4,0,13.877,0,591945889,FW63
Kitchen-Faucet,Cold,42:32.8,0,11.91,0,411657197,FW63
Kitchen-Faucet,Hot,31:02.9,0,15.779,0,362575556,FW63
Kitchen-Faucet,Cold,39:36.0,0,15.316,0,506231895,FW63
Kitchen-Faucet,Cold,37:00.2,0,14.711,0,566454859,FW63
Kitchen-Faucet,Hot,15:36.6,3.704,25.396,32.25,607577275,FW63
Kitchen-Faucet,Cold,39:29.6,0,14.739,0,516598512,FW63
Kitchen-Faucet,Cold,41:25.3,2.297,13.483,21,423918894,FW63
Kitchen-Faucet,Cold,39:05.9,1.928,12.831,19.25,556784472,FW63
Kitchen-Faucet,Cold,08:52.3,0.176,13.933,1.5,580177089,FW63
Kitchen-Faucet,Cold,06:58.9,0,14.656,0,569050006,FW63
Kitchen-Faucet,Cold,20:11.9,0,13.737,0,446407934,FW63
Kitchen-Faucet,Cold,05:44.7,2.495,12.802,20.25,392171466,FW63
Kitchen-Faucet,Hot,14:37.2,0,14.045,0,606420312,FW63
Kitchen-Faucet,Hot,14:46.7,0,15.887,0,388713087,FW63
Kitchen-Faucet,Cold,15:37.6,0,15.507,0,503727328,FW63
Kitchen-Faucet,Cold,44:35.6,0.168,14.128,1.75,609039604,FW63
Kitchen-Faucet,Cold,59:20.8,0,15.697,0,635229911,FW63
Kitchen-Faucet,Hot,39:24.5,0,15.751,0,425455818,FW63
Kitchen-Faucet,Hot,56:07.8,0,15.151,0,452966683,FW63
Kitchen-Faucet,Cold,17:02.4,0,14.128,0,363389291,FW63
Kitchen-Faucet,Cold,32:51.5,0,14.351,0,581892364,FW63
Kitchen-Faucet,Hot,38:59.3,0.851,33.413,6.5,368387135,FW63
Kitchen-Faucet,Cold,51:07.5,0,13.512,0,453507857,FW63
Kitchen-Faucet,Cold,58:11.5,0,15.206,0,652149861,FW63
Kitchen-Faucet,Cold,10:56.5,0.454,14.045,10,573338220,FW63
Kitchen-Faucet,Cold,37:28.1,0,13.455,0.25,622713350,FW63
Kitchen-Faucet,Cold,09:07.5,0,15.014,0.25,659208788,FW63
Kitchen-Faucet,Hot,19:08.7,0.125,16.908,1.75,657125526,FW63
Kitchen-Faucet,Hot,08:49.6,0,14.323,0,585068321,FW63
Kitchen-Faucet,Cold,30:59.3,0.918,14.351,12,673344558,FW63
Kitchen-Faucet,Hot,20:35.5,0,34.411,0,609612957,FW63
Kitchen-Faucet,Cold,26:38.1,0.426,13.144,2.75,604694953,FW63
Kitchen-Faucet,Cold,25:03.6,0,14.268,0,560509553,FW63
Kitchen-Faucet,Hot,49:50.8,0,16.748,0,688762367,FW63
Kitchen-Faucet,Cold,26:24.3,0,14.932,0,629102267,FW63
Kitchen-Faucet,Hot,34:31.4,3.337,33.39,25.5,414353506,FW63
Kitchen-Faucet,Hot,44:08.9,0.084,20.092,1.75,656538020,FW63
Kitchen-Faucet,Hot,31:58.3,0,13.905,0,468830140,FW63
Kitchen-Faucet,Hot,22:11.6,0,15.069,0,651568596,FW63
Kitchen-Faucet,Hot,49:41.2,0,15.588,0,706011078,FW63
Kitchen-Faucet,Cold,25:41.0,0,15.887,0,706600736,FW63
Kitchen-Faucet,Cold,47:00.7,0,13.087,0.25,671257127,FW63
Kitchen-Faucet,Cold,34:09.5,0,14.684,0,655363285,FW63
Kitchen-Faucet,Cold,24:10.2,0,13.512,0,549677576,FW63
Kitchen-Faucet,Cold,01:52.5,0,14.407,0,478653552,FW63
Kitchen-Faucet,Hot,49:39.4,0,18.072,0,708770876,FW63
Kitchen-Faucet,Cold,18:05.4,0,12.401,0.25,557360937,FW63
Kitchen-Faucet,Cold,39:59.8,1.133,15.398,9.5,367343570,FW63
Kitchen-Faucet,Hot,13:50.3,0,13.849,0,482067024,FW63
Kitchen-Faucet,Cold,05:40.2,0,15.806,0,707522380,FW63
Kitchen-Faucet,Cold,56:47.2,0,14.407,0,589357992,FW63
Kitchen-Faucet,Cold,29:37.4,0,15.343,0,712651111,FW63
Kitchen-Faucet,Hot,50:37.3,0,25.128,0.25,712651119,FW63
Kitchen-Faucet,Hot,51:37.3,2.227,24.737,16.25,712651121,FW63
Kitchen-Faucet,Cold,24:18.5,0,13.905,0,435244661,FW63
Kitchen-Faucet,Cold,45:52.1,0.281,15.096,10.25,686674781,FW63
Kitchen-Faucet,Hot,56:50.8,0,14.351,0,582776299,FW63
Kitchen-Faucet,Cold,25:01.0,0,13.172,0,464199805,FW63
Kitchen-Faucet,Hot,25:44.9,3.896,19.063,41,391643482,FW63
Kitchen-Faucet,Cold,01:53.4,0,12.831,0,683981870,FW63
Kitchen-Faucet,Hot,09:37.5,1.28,30.086,13,712055170,FW63
Kitchen-Faucet,Hot,51:27.5,0,14.156,0,520251083,FW63
Kitchen-Faucet,Hot,03:08.2,0,12.888,0,552798700,FW63
Kitchen-Faucet,Cold,20:47.4,0,14.462,0,588788540,FW63
Kitchen-Faucet,Hot,28:40.4,5.882,24.443,43.75,707522369,FW63
Kitchen-Faucet,Cold,37:40.1,0,14.656,0,707580000,FW63
Kitchen-Faucet,Hot,00:16.8,0,14.849,0,438243153,FW63
Kitchen-Faucet,Hot,23:53.8,0,18.23,0,476545353,FW63
Kitchen-Faucet,Hot,15:48.8,0,29.394,0,484829867,FW63
Kitchen-Faucet,Hot,40:28.1,0.027,15.67,0.25,622713363,FW63
Kitchen-Faucet,Hot,57:40.0,0,33.579,0,707580023,FW63
Kitchen-Faucet,Hot,37:39.8,0,22.49,0,708178739,FW63
Kitchen-Faucet,Cold,31:20.4,0.725,15.179,4.75,636386124,FW63
Kitchen-Faucet,Hot,18:00.3,0.177,37.605,1.25,671842568,FW63
Kitchen-Faucet,Cold,20:54.2,0,15.534,0,376804653,FW63
Kitchen-Faucet,Hot,07:51.7,0.001,41.768,0,687264714,FW63
Kitchen-Faucet,Cold,20:23.0,2.016,13.568,17.75,427952574,FW63
Kitchen-Faucet,Hot,00:26.7,0,14.518,0,421875982,FW63
Kitchen-Faucet,Hot,55:04.5,0.75,17.254,6,458704240,FW63
Kitchen-Faucet,Cold,09:54.5,0.754,13.821,5,475454354,FW63
Kitchen-Faucet,Hot,58:41.2,3.658,21.765,27.5,599493969,FW63
Kitchen-Faucet,Hot,57:43.6,0,16.935,0,702153334,FW63
Kitchen-Faucet,Cold,20:44.9,0.734,15.425,10,391643473,FW63
Kitchen-Faucet,Hot,33:05.4,3.689,19.502,35,557928535,FW63
Kitchen-Faucet,Cold,58:03.3,0,14.073,0,460640773,FW63
Kitchen-Faucet,Cold,56:49.8,0.835,11.589,7.5,483176357,FW63
Kitchen-Faucet,Hot,26:01.1,0,39.047,0,670082583,FW63
Kitchen-Faucet,Cold,23:59.0,0,13.737,0,673929987,FW63
Kitchen-Faucet,Hot,37:02.9,0,15.751,0,561641185,FW63
Kitchen-Faucet,Cold,55:03.1,0,16.157,0,362575548,FW63
Kitchen-Faucet,Hot,06:07.5,0.346,28.653,3.5,659208786,FW63
Kitchen-Faucet,Cold,48:37.9,0.364,12.43,2.75,605272236,FW63
Kitchen-Faucet,Cold,44:08.9,0.236,14.628,1.75,656538019,FW63
Kitchen-Faucet,Cold,29:25.7,0,13.314,0.25,423524836,FW63
Kitchen-Faucet,Hot,02:37.6,0,16.748,0,605846936,FW63
Kitchen-Faucet,Hot,56:00.3,0,15.561,0,465823837,FW63
Kitchen-Faucet,Hot,36:26.5,0,14.434,0,421875989,FW63
Kitchen-Faucet,Cold,52:19.2,0,14.987,0,434160054,FW63
Kitchen-Faucet,Cold,06:32.1,0,14.296,0,412737145,FW63
Kitchen-Faucet,Cold,19:39.2,4.007,12.688,25.75,401204805,FW63
Kitchen-Faucet,Hot,36:47.6,0.142,17.015,1.25,694984263,FW63
Kitchen-Faucet,Cold,05:54.3,0.386,14.184,7,476000620,FW63
Kitchen-Faucet,Hot,22:39.6,0,13.314,0,602098078,FW63
Kitchen-Faucet,Cold,32:05.1,0,13.905,0,558498733,FW63
Kitchen-Faucet,Cold,27:26.4,0,14.462,0,522380403,FW63
Kitchen-Faucet,Cold,10:07.5,0.414,14.766,7.5,659208790,FW63
Kitchen-Faucet,Cold,33:52.4,0.529,15.452,6.75,379714424,FW63
Kitchen-Faucet,Cold,51:15.8,0,14.017,0,540275826,FW63
Kitchen-Faucet,Hot,27:18.3,0,13.933,0,535491797,FW63
Kitchen-Faucet,Cold,12:42.3,0,13.03,0,597458315,FW63
Kitchen-Faucet,Cold,52:34.6,0,12.659,0,611351230,FW63
Kitchen-Faucet,Hot,49:45.4,0,16.641,0,698860353,FW63
Kitchen-Faucet,Cold,12:29.9,0,15.069,0,416271236,FW63
Kitchen-Faucet,Hot,45:54.5,0,34.862,0,682184930,FW63
Kitchen-Faucet,Hot,09:43.2,0,16.507,0,702743659,FW63
Kitchen-Faucet,Hot,45:43.0,0,16.373,0,702743666,FW63
Kitchen-Faucet,Cold,22:49.4,2.241,12.945,18.5,484277794,FW63
Kitchen-Faucet,Cold,18:36.2,0,14.379,0,406274780,FW63
Kitchen-Faucet,Hot,38:26.6,0,16.507,0,625338297,FW63
Kitchen-Faucet,Cold,35:53.5,0,14.601,0,477091674,FW63
Kitchen-Faucet,Hot,38:56.3,0,15.288,0,373373412,FW63
Kitchen-Faucet,Cold,34:04.0,0,14.101,0,459793533,FW63
Kitchen-Faucet,Hot,59:04.5,0.742,34.411,11.25,458704250,FW63
Kitchen-Faucet,Cold,04:00.8,0,14.073,0,464740736,FW63
Kitchen-Faucet,Hot,05:07.5,4.362,17.254,42.25,658613774,FW63
Kitchen-Faucet,Cold,09:44.6,0.051,12.228,0.75,392171471,FW63
Kitchen-Faucet,Cold,48:18.7,0.604,12.888,11,435244653,FW63
Kitchen-Faucet,Cold,47:17.8,0.684,13.172,6.25,436621554,FW63
Kitchen-Faucet,Hot,38:45.4,0,32.06,0,391111194,FW63
Kitchen-Faucet,Cold,03:28.0,0,14.462,0,519692497,FW63
Kitchen-Faucet,Cold,45:08.8,0,14.268,0,656538024,FW63
Kitchen-Faucet,Cold,15:14.1,0,13.821,0,542825650,FW63
Kitchen-Faucet,Cold,57:37.3,0.589,15.914,4.25,712651135,FW63
Kitchen-Faucet,Hot,30:58.2,0,14.959,0,570184667,FW63
Kitchen-Faucet,Hot,32:44.3,0.11,26.996,1.25,700375292,FW63
Kitchen-Faucet,Cold,26:14.3,0,15.724,0,646608449,FW63
Kitchen-Faucet,Cold,16:05.0,0,14.017,0,457594887,FW63
Kitchen-Faucet,Cold,19:58.7,0,14.351,0,468286098,FW63
Kitchen-Faucet,Hot,03:41.6,0,15.479,0,497056558,FW63
Kitchen-Faucet,Hot,10:03.8,0,15.398,0,459793541,FW63
Kitchen-Faucet,Cold,47:46.3,0,15.697,0,697083821,FW63
Kitchen-Faucet,Cold,36:02.3,0,12.199,0.25,363389304,FW63
Kitchen-Faucet,Hot,39:22.3,3.013,18.673,37.25,429025381,FW63
Kitchen-Faucet,Cold,51:42.9,0,15.779,0,495079217,FW63
Kitchen-Faucet,Cold,20:00.5,0,14.739,0,465282376,FW63
Kitchen-Faucet,Hot,16:21.2,0,16.049,0,431184971,FW63
Kitchen-Faucet,Hot,06:32.1,0,14.628,0,412737146,FW63
Kitchen-Faucet,Hot,44:49.3,0,15.233,0,384743723,FW63
Kitchen-Faucet,Hot,34:04.0,0,17.042,0,459793534,FW63
Kitchen-Faucet,Cold,39:07.2,0,13.03,0,554784340,FW63
Kitchen-Faucet,Cold,02:25.0,0,15.206,0,627947622,FW63
Kitchen-Faucet,Hot,00:34.0,0,16.157,0,612241263,FW63
Kitchen-Faucet,Cold,48:26.2,0,14.518,0,422423027,FW63
Kitchen-Faucet,Cold,15:33.1,0,15.452,0,511003479,FW63
Kitchen-Faucet,Cold,18:04.7,0,14.045,0,664197381,FW63
Kitchen-Faucet,Cold,57:06.4,0,15.151,0.25,660945052,FW63
Kitchen-Faucet,Hot,39:21.5,0,13.849,0,530396309,FW63
Kitchen-Faucet,Hot,43:49.9,0,33.746,0,483176343,FW63
Kitchen-Faucet,Hot,51:12.2,0,13.371,0,545981322,FW63
Kitchen-Faucet,Cold,32:35.0,0.864,15.724,12.25,610189981,FW63
Kitchen-Faucet,Hot,21:01.2,0,19.166,0,365488790,FW63
Kitchen-Faucet,Hot,04:49.3,0.044,14.959,0.5,585634824,FW63
Kitchen-Faucet,Cold,27:48.4,0,15.588,0,485682990,FW63
Kitchen-Faucet,Cold,58:35.2,0,14.987,0,610189972,FW63
Kitchen-Faucet,Hot,44:51.2,0,14.407,0,582375242,FW63
Kitchen-Faucet,Hot,19:56.3,0,13.624,0,472428329,FW63
Kitchen-Faucet,Hot,54:57.4,0,14.573,0,571124608,FW63
Kitchen-Faucet,Cold,03:16.3,0,14.073,0,539158569,FW63
Kitchen-Faucet,Hot,48:28.9,0,16.157,0,418403424,FW63
Kitchen-Faucet,Cold,24:56.4,1.968,13.257,19.5,573338239,FW63
Kitchen-Faucet,Cold,59:48.8,0,14.156,0,484829852,FW63
Kitchen-Faucet,Hot,24:38.6,0,15.452,0,402274331,FW63
Kitchen-Faucet,Hot,14:24.6,0,14.849,0,628523553,FW63
Kitchen-Faucet,Cold,42:02.2,0,14.101,0,668324690,FW63
Kitchen-Faucet,Cold,56:16.0,0,12.774,0,643935261,FW63
Kitchen-Faucet,Cold,08:00.0,1.158,12.831,15.5,672199047,FW63
Kitchen-Faucet,Cold,20:53.3,0,15.534,0,377853959,FW63
Kitchen-Faucet,Hot,22:22.5,0,16.614,0,632599256,FW63
Kitchen-Faucet,Hot,52:00.4,3.494,30.586,32.25,671842540,FW63
Kitchen-Faucet,Hot,20:49.1,0,15.179,0,384743730,FW63
Kitchen-Faucet,Hot,51:30.2,0,14.573,0,516045116,FW63
Kitchen-Faucet,Cold,16:49.4,0.02,15.288,1,483727052,FW63
Kitchen-Faucet,Hot,14:40.7,0,14.573,0,398785173,FW63
Kitchen-Faucet,Hot,07:55.7,0,13.568,0,473520652,FW63
Kitchen-Faucet,Cold,16:44.4,0,13.002,0,594124893,FW63
Kitchen-Faucet,Hot,15:56.5,3.536,42.406,27.25,573338229,FW63
Kitchen-Faucet,Hot,38:58.0,0,16.721,0,370483917,FW63
Kitchen-Faucet,Hot,22:03.5,0,14.184,0,460094707,FW63
Kitchen-Faucet,Cold,33:23.0,1.373,13.849,16.5,631304079,FW63
Kitchen-Faucet,Cold,06:15.6,0.356,14.017,3,644517885,FW63
Kitchen-Faucet,Hot,37:41.6,0,15.697,0,705421919,FW63
Kitchen-Faucet,Cold,23:22.4,1.724,15.233,16.75,429025369,FW63
Kitchen-Faucet,Cold,52:31.4,0,14.49,0,616590379,FW63
Kitchen-Faucet,Hot,14:26.4,0,16.103,0,625338304,FW63
Kitchen-Faucet,Cold,49:39.3,0,13.144,0,400674935,FW63
Kitchen-Faucet,Cold,40:06.6,0.338,12.084,2.25,555910041,FW63
Kitchen-Faucet,Cold,36:28.3,0,15.67,0,418932677,FW63
Kitchen-Faucet,Cold,32:18.7,0.354,12.401,2.75,435244640,FW63
Kitchen-Faucet,Cold,42:16.3,0,13.596,0,439319629,FW63
Kitchen-Faucet,Hot,48:26.2,0,14.268,0,422423028,FW63
Kitchen-Faucet,Hot,52:01.9,0,37.079,0.25,364449293,FW63
Kitchen-Faucet,Hot,02:09.6,0,14.739,0,450501919,FW63
Kitchen-Faucet,Cold,44:04.8,0.824,12.459,8.5,458151326,FW63
Kitchen-Faucet,Hot,54:57.9,3.418,25.299,28,469921740,FW63
Kitchen-Faucet,Hot,24:18.8,1.602,17.175,14,434703668,FW63
Kitchen-Faucet,Cold,32:47.0,0,14.379,0,589357999,FW63
Kitchen-Faucet,Hot,02:44.7,0,41.939,0,392171464,FW63
Kitchen-Faucet,Hot,53:01.9,0.007,37.485,0.25,364449295,FW63
Kitchen-Faucet,Hot,03:29.8,0,14.49,0,516598506,FW63
Kitchen-Faucet,Cold,46:10.9,0,15.096,0,652729705,FW63
Kitchen-Faucet,Cold,49:44.8,0,15.014,0,699772673,FW63
Kitchen-Faucet,Cold,42:04.9,0,13.455,0,458151321,FW63
Kitchen-Faucet,Hot,00:04.5,0,37.294,0,458704252,FW63
Kitchen-Faucet,Hot,16:59.7,0,16.238,0,367864741,FW63
Kitchen-Faucet,Cold,53:56.2,0,13.399,0,573338250,FW63
Kitchen-Faucet,Cold,42:23.5,0,12.659,0,427073881,FW63
Kitchen-Faucet,Cold,01:52.5,0,15.833,0,685484631,FW63
Kitchen-Faucet,Cold,23:18.8,0,12.286,0.25,434703665,FW63
Kitchen-Faucet,Hot,33:44.3,0,26.077,0,700375295,FW63
Kitchen-Faucet,Cold,38:00.5,0.469,12.055,3,671842524,FW63
Kitchen-Faucet,Hot,03:49.4,0,24.688,0,483727044,FW63
Kitchen-Faucet,Hot,15:25.9,0,14.212,0,523348697,FW63
Kitchen-Faucet,Cold,56:55.0,0,15.724,0,375236482,FW63
Kitchen-Faucet,Hot,17:47.6,4.088,25.323,30.75,387136834,FW63
Kitchen-Faucet,Cold,02:37.6,0,13.399,0,605846935,FW63
Kitchen-Faucet,Cold,49:51.0,0,14.24,0,481206430,FW63
Kitchen-Faucet,Hot,47:20.5,1.903,23.854,13.5,635807823,FW63
Kitchen-Faucet,Hot,32:54.8,0,16.049,0,375759346,FW63
Kitchen-Faucet,Cold,27:14.7,0,13.849,0,541702195,FW63
Kitchen-Faucet,Cold,27:15.7,0,13.877,0,439858985,FW63
Kitchen-Faucet,Cold,36:29.2,0,14.959,0,417340552,FW63
Kitchen-Faucet,Hot,24:27.8,0,15.179,0,419750481,FW63
Kitchen-Faucet,Cold,04:54.3,0,14.296,0,476000618,FW63
Kitchen-Faucet,Hot,01:44.7,2.94,40.645,32.25,392171462,FW63
Kitchen-Faucet,Cold,39:59.3,0,15.887,0,368387137,FW63
Kitchen-Faucet,Cold,58:11.4,0,14.794,0,447497515,FW63
Kitchen-Faucet,Hot,34:59.6,5.007,18.985,40.5,367864762,FW63
Kitchen-Faucet,Cold,42:13.4,5.093,12.774,34.75,648927064,FW63
Kitchen-Faucet,Hot,19:37.0,0,13.455,0,606997320,FW63
Kitchen-Faucet,Cold,02:29.7,0,15.261,0,416806728,FW63
Kitchen-Faucet,Hot,53:28.0,0,31.561,0.25,622713371,FW63
Kitchen-Faucet,Cold,09:34.2,0,16.855,0,718030138,FW63
Kitchen-Faucet,Cold,48:07.3,0,14.462,0,659208804,FW63
Kitchen-Faucet,Cold,18:35.3,0,14.434,0,407626670,FW63
Kitchen-Faucet,Cold,44:46.1,0,13.286,0.25,697677390,FW63
Kitchen-Faucet,Hot,02:29.7,0,25.128,0,416806729,FW63
Kitchen-Faucet,Hot,04:07.2,0,14.545,0,454048905,FW63
Kitchen-Faucet,Cold,07:56.6,0,13.821,0,471870855,FW63
Kitchen-Faucet,Hot,49:43.8,4.248,19.141,45.75,493425089,FW63
Kitchen-Faucet,Cold,58:17.8,0,16.13,0,640732270,FW63
Kitchen-Faucet,Hot,14:49.4,0,22.341,0.25,483727048,FW63
Kitchen-Faucet,Hot,36:27.4,0,14.932,0,420279568,FW63
Kitchen-Faucet,Cold,43:05.9,0.246,11.852,1.25,556784482,FW63
Kitchen-Faucet,Cold,54:38.2,0.298,16.882,2.25,710867534,FW63
Kitchen-Faucet,Cold,57:32.1,0.916,16.855,11.5,721949891,FW63
Kitchen-Faucet,Cold,35:42.5,0,13.905,0,597458304,FW63
Kitchen-Faucet,Hot,40:52.4,4.57,21.135,32.5,580177083,FW63
Kitchen-Faucet,Hot,27:33.6,0,15.179,0,510451873,FW63
Kitchen-Faucet,Cold,12:37.4,0,14.794,0,404152954,FW63
Kitchen-Faucet,Hot,31:30.2,1.86,41.401,17.25,415732915,FW63
Kitchen-Faucet,Cold,38:08.2,0,14.959,0,657443406,FW63
Kitchen-Faucet,Cold,26:33.9,0.038,14.518,0.25,612241267,FW63
Kitchen-Faucet,Hot,26:42.2,0,15.014,0,396146589,FW63
Kitchen-Faucet,Cold,14:43.4,0,14.794,0,394277536,FW63
Kitchen-Faucet,Hot,41:04.9,0,13.709,0.25,458151320,FW63
Kitchen-Faucet,Cold,01:16.0,0,12.945,0,643935272,FW63
Kitchen-Faucet,Hot,45:12.0,3.577,19.785,60.25,445862495,FW63
Kitchen-Faucet,Hot,14:23.3,0,36.673,0,427645947,FW63
Kitchen-Faucet,Cold,35:51.2,0,14.628,0,688173608,FW63
Kitchen-Faucet,Cold,42:49.9,2.719,13.483,23,483176340,FW63
Kitchen-Faucet,Cold,55:16.0,0.754,12.973,8.25,643935258,FW63
Kitchen-Faucet,Cold,26:59.0,0,14.821,0,368923374,FW63
Kitchen-Faucet,Hot,36:26.0,0,20.246,0,422974544,FW63
Kitchen-Faucet,Cold,22:44.9,0,13.568,0,391643478,FW63
Kitchen-Faucet,Hot,21:54.6,0,14.545,0,682184912,FW63
Kitchen-Faucet,Hot,55:51.7,0.003,19.708,0,687264684,FW63
Kitchen-Faucet,Hot,55:16.0,0.659,40.305,8.25,643935259,FW63
Kitchen-Faucet,Hot,58:11.5,0,15.096,0,652149862,FW63
Kitchen-Faucet,Hot,24:30.2,0.136,24.296,0.75,415732900,FW63
Kitchen-Faucet,Hot,45:52.1,3.479,26.827,33.75,686674782,FW63
Kitchen-Faucet,Cold,27:43.6,0,16.13,0,493425104,FW63
Kitchen-Faucet,Cold,03:37.1,0,15.479,0,504275007,FW63
Kitchen-Faucet,Cold,52:21.0,0,15.941,0,431184977,FW63
Kitchen-Faucet,Hot,58:35.2,0,24.124,0,610189973,FW63
Kitchen-Faucet,Hot,51:35.6,0,14.987,0,506787409,FW63
Kitchen-Faucet,Cold,03:05.1,0.758,13.737,4.75,663031548,FW63
Kitchen-Faucet,Hot,15:38.1,0.341,12.945,2.75,604694941,FW63
Kitchen-Faucet,Hot,09:01.5,0.67,15.233,4.75,669494873,FW63
Kitchen-Faucet,Cold,46:08.8,0.217,13.765,2.75,656538026,FW63
Kitchen-Faucet,Cold,02:57.3,0,16.022,0,371290574,FW63
Kitchen-Faucet,Hot,01:20.5,0.032,43.246,1,635807850,FW63
Kitchen-Faucet,Hot,14:01.8,0,23.112,0,668908764,FW63
Kitchen-Faucet,Hot,37:49.4,0,15.724,0,691697367,FW63
Kitchen-Faucet,Cold,49:50.8,0,14.794,0,688762366,FW63
Kitchen-Faucet,Hot,34:44.3,0,34.601,0,594124941,FW63
Kitchen-Faucet,Cold,12:48.8,0,14.518,0,484829859,FW63
Kitchen-Faucet,Cold,02:24.1,0,14.849,0,629683568,FW63
Kitchen-Faucet,Hot,40:23.5,0.162,26.827,0.75,427073877,FW63
Kitchen-Faucet,Hot,22:23.4,0,23.434,0,630845946,FW63
Kitchen-Faucet,Hot,00:59.8,0,17.068,0.25,672747354,FW63
Kitchen-Faucet,Hot,35:00.5,2.564,21.765,20,671257156,FW63
Kitchen-Faucet,Hot,39:14.3,0,13.512,0,542260489,FW63
Kitchen-Faucet,Hot,05:40.5,0,14.628,0.25,399080211,FW63
Kitchen-Faucet,Hot,09:36.0,0,17.281,0,714757102,FW63
Kitchen-Faucet,Cold,10:18.9,0,14.184,0,434703655,FW63
Kitchen-Faucet,Cold,58:12.7,0,14.24,0,649824405,FW63
Kitchen-Faucet,Hot,58:10.6,0,14.739,0,653702624,FW63
Kitchen-Faucet,Hot,07:31.5,2.502,26.658,21,413817388,FW63
Kitchen-Faucet,Cold,21:00.9,0,13.709,0.25,670669270,FW63
Kitchen-Faucet,Hot,54:03.7,0,14.184,0,665676971,FW63
Kitchen-Faucet,Cold,25:52.6,0,14.351,0,478653525,FW63
Kitchen-Faucet,Hot,27:02.3,3.247,37.15,24.5,363389297,FW63
Kitchen-Faucet,Hot,44:12.0,0.594,13.989,9.5,445862492,FW63
Kitchen-Faucet,Cold,56:04.7,0.527,13.737,3.5,559066229,FW63
Kitchen-Faucet,Hot,18:52.2,0.869,33.295,6.25,379714452,FW63
Kitchen-Faucet,Hot,05:20.7,2.349,18.177,25.25,635807811,FW63
